locus tag	logFC	logCPM	PValue	FDR
SL1344_0714	3,56	7,48	0,00	0,00
SL1344_0715	3,10	7,06	0,00	0,00
SL1344_0716	2,11	8,29	0,00	0,00
SL1344_0717	1,70	8,04	0,00	0,00
SL1344_0718	-0,10	9,98	0,66	0,78
SL1344_0719	-0,95	9,66	0,00	0,00
SL1344_0720	-1,78	9,42	0,00	0,00
SL1344_0721	-2,29	8,72	0,00	0,00
SL1344_0722	-1,04	9,01	0,00	0,00
SL1344_0723	-0,06	8,52	0,84	0,91
SL1344_0726	-0,72	6,52	0,16	0,31
SL1344_0727	-0,06	7,52	0,87	0,93
SL1344_0728	-0,12	7,18	0,80	0,88
SL1344_0729	-0,44	7,19	0,37	0,54
SL1344_0730	-0,33	9,28	0,17	0,32
SL1344_0731	-0,90	9,60	0,00	0,00
SL1344_0732	-0,34	7,86	0,40	0,57
SL1344_tRNA0014	-2,07	9,48	0,00	0,00
SL1344_tRNA0015	-3,18	7,21	0,00	0,00
SL1344_tRNA0016	-2,82	5,38	0,00	0,01
SL1344_tRNA0017	-1,57	6,70	0,00	0,01
SL1344_tRNA0018	-1,94	5,00	0,19	0,34
SL1344_0733	0,29	4,99	0,78	0,87
SL1344_0734	0,27	5,47	0,73	0,84
SL1344_0735	-7,40	4,52	0,00	0,01
SL1344_0736	-1,58	5,05	0,06	0,14
SL1344_0737	-1,70	7,76	0,00	0,00
SL1344_0738	1,80	4,20	0,24	0,40
SL1344_0739	2,79	4,66	0,00	0,01
SL1344_0740	-0,39	4,62	0,71	0,82
SL1344_0741	-3,31	3,71	0,46	0,63
SL1344_0746	1,58	4,21	0,34	0,51
SL1344_0747	-5,14	4,97	0,14	0,27
SL1344_0748	1,98	4,39	0,08	0,19
SL1344_0749	-0,42	9,53	0,07	0,16
SL1344_0750	0,25	5,66	0,68	0,80
SL1344_0751	0,69	5,66	0,19	0,34
SL1344_0752	0,60	4,58	0,45	0,62
SL1344_0753	0,53	5,52	0,51	0,67
SL1344_0754	-4,78	3,99	0,18	0,34
SL1344_0755	-1,59	7,62	0,00	0,00
SL1344_0756	-0,75	5,64	0,32	0,49
SL1344_0758	1,02	7,53	0,00	0,02
SL1344_0759	0,02	6,88	0,97	0,99
SL1344_0760	-0,21	6,64	0,61	0,75
SL1344_0761	-0,16	4,87	0,84	0,91
SL1344_0762	0,72	6,59	0,10	0,22
SL1344_0763	-0,04	6,04	0,94	0,97
SL1344_0764	1,21	6,62	0,05	0,12
SL1344_0765	2,48	5,89	0,00	0,00
SL1344_0766	2,33	5,49	0,00	0,01
SL1344_0767	3,30	7,46	0,00	0,00
SL1344_0768	2,29	7,19	0,00	0,00
SL1344_0769	2,27	6,53	0,00	0,01
SL1344_0770	3,41	8,22	0,00	0,00
SL1344_0771	3,78	7,73	0,00	0,00
SL1344_0772	2,22	6,99	0,00	0,01
SL1344_0773	3,62	6,71	0,00	0,00
SL1344_0774	4,08	6,54	0,00	0,00
SL1344_0775	-0,07	8,57	0,81	0,89
SL1344_0776	1,86	8,77	0,00	0,00
SL1344_0777	-2,48	5,37	0,01	0,03
SL1344_0778	-2,08	5,28	0,02	0,05
SL1344_0779	-0,91	4,47	0,32	0,49
SL1344_0780	-5,99	3,61	0,08	0,18
SL1344_0782	0,29	4,11	0,77	0,86
SL1344_0783	-0,54	7,23	0,12	0,24
SL1344_0785	2,93	3,49	0,11	0,23
SL1344_0786	2,64	3,48	0,05	0,13
SL1344_0787	-1,08	5,12	0,29	0,46
SL1344_0788	-0,05	4,24	0,96	0,98
SL1344_0789	-4,82	3,88	0,19	0,34
SL1344_0790	2,37	8,52	0,00	0,00
SL1344_0791	-1,69	5,91	0,01	0,05
SL1344_0792	-0,38	5,71	0,53	0,69
SL1344_0793	-1,68	6,46	0,01	0,03
SL1344_0794	0,14	6,09	0,74	0,84
SL1344_0795	-0,28	5,35	0,64	0,77
SL1344_0796	-1,60	6,73	0,00	0,01
SL1344_0797	-1,22	7,22	0,00	0,02
SL1344_0798	-1,61	5,84	0,03	0,09
SL1344_0801	-0,08	5,36	0,92	0,96
SL1344_0802	-0,97	5,69	0,27	0,44
SL1344_0803	1,29	7,67	0,00	0,00
SL1344_0804	-0,20	7,23	0,69	0,81
SL1344_0805	0,79	9,51	0,00	0,02
SL1344_0806	1,89	8,59	0,00	0,00
SL1344_0807	-2,74	4,53	0,04	0,10
SL1344_0808	-1,18	10,03	0,00	0,00
SL1344_0809	0,85	5,58	0,14	0,28
SL1344_0810	-1,11	6,22	0,18	0,32
SL1344_0811	0,72	6,67	0,19	0,35
SL1344_0812	-0,68	6,57	0,11	0,23
SL1344_0813	-1,14	8,80	0,00	0,00
SL1344_0814	2,17	5,76	0,04	0,10
SL1344_0817	-0,10	3,93	0,94	0,97
SL1344_0818	-1,05	6,89	0,04	0,10
SL1344_0819	-3,42	3,90	0,48	0,65
SL1344_0821	0,30	5,09	0,68	0,80
SL1344_0822	-1,40	5,82	0,05	0,13
SL1344_0823	-1,08	6,14	0,06	0,16
SL1344_0824	-0,94	6,23	0,13	0,26
SL1344_0825	-0,11	5,49	0,87	0,92
SL1344_0826	-0,02	4,86	0,98	0,99
SL1344_0827	0,05	4,63	0,95	0,98
SL1344_0828	-2,00	6,31	0,00	0,02
SL1344_0829	0,99	7,34	0,16	0,31
SL1344_0830	2,64	4,98	0,01	0,05
SL1344_0831	2,21	5,29	0,14	0,28
SL1344_0832	2,98	5,54	0,00	0,01
SL1344_0833	-0,63	6,02	0,56	0,71
SL1344_0834	1,45	5,80	0,06	0,15
SL1344_0835	4,58	8,12	0,00	0,00
SL1344_0836	4,19	6,98	0,00	0,00
SL1344_0837	1,28	5,01	0,37	0,54
SL1344_0838	1,16	7,03	0,00	0,01
SL1344_0839	2,72	8,13	0,00	0,00
SL1344_0840	-0,62	7,19	0,15	0,29
SL1344_0841	0,78	6,70	0,11	0,23
SL1344_0842	-0,33	5,83	0,69	0,81
SL1344_0843	-0,60	5,26	0,38	0,56
SL1344_0844	-1,73	6,33	0,00	0,01
SL1344_0845	1,38	4,51	0,09	0,19
SL1344_0846	-1,92	6,93	0,00	0,00
SL1344_0847	-2,47	4,69	0,05	0,13
SL1344_0850	0,95	5,15	0,12	0,25
SL1344_0852	-2,18	5,46	0,02	0,07
SL1344_0853	0,63	5,31	0,31	0,48
SL1344_0854	0,76	6,62	0,07	0,17
SL1344_0855	1,23	5,85	0,02	0,07
SL1344_0856	-0,25	4,77	0,81	0,89
SL1344_0857	0,62	5,62	0,27	0,44
SL1344_0858	-1,51	5,37	0,14	0,28
SL1344_0859	-0,96	6,29	0,13	0,27
SL1344_0860	-3,40	3,94	0,47	0,63
SL1344_0862	0,28	4,88	0,79	0,87
SL1344_0863	0,86	8,17	0,14	0,28
SL1344_0864	-0,90	7,57	0,01	0,02
SL1344_0865	-0,53	7,86	0,30	0,47
SL1344_0866	-1,23	7,42	0,00	0,00
SL1344_0867	-2,03	8,32	0,00	0,00
SL1344_0868	-0,22	4,43	0,80	0,88
SL1344_0869	0,79	7,22	0,05	0,13
SL1344_0870	1,44	6,95	0,00	0,02
SL1344_0871	-0,90	5,06	0,25	0,42
SL1344_0872	-0,50	5,14	0,49	0,65
SL1344_0873	-0,41	6,39	0,43	0,59
SL1344_0874	1,01	5,81	0,12	0,25
SL1344_0875	-6,58	5,50	0,02	0,05
SL1344_0876	-1,05	5,64	0,21	0,37
SL1344_0877	-2,41	6,10	0,00	0,00
SL1344_0878	-0,91	6,29	0,08	0,19
SL1344_0879	1,14	8,74	0,00	0,00
SL1344_0880	1,95	8,74	0,00	0,00
SL1344_0881	1,49	8,57	0,00	0,00
SL1344_0883	0,52	9,10	0,04	0,12
SL1344_0884	1,06	10,76	0,00	0,00
SL1344_0886	-3,70	4,84	0,37	0,54
SL1344_0887	1,27	4,16	0,31	0,48
SL1344_tRNA0019	-3,05	8,27	0,01	0,03
SL1344_0888	0,28	4,30	0,81	0,89
SL1344_0889	2,15	4,04	0,06	0,15
SL1344_0890	0,62	5,72	0,49	0,66
SL1344_0892	-1,58	8,93	0,00	0,00
SL1344_0893	-2,99	4,54	0,01	0,04
SL1344_0894	-1,56	6,12	0,00	0,01
SL1344_0895	-0,82	6,88	0,08	0,18
SL1344_0896	1,26	8,91	0,00	0,00
SL1344_0897	-0,24	9,29	0,28	0,45
SL1344_0898	-0,84	9,48	0,00	0,00
SL1344_0899	-0,06	7,58	0,86	0,92
SL1344_0900	-0,57	7,37	0,13	0,26
SL1344_0901	-0,27	8,94	0,27	0,43
SL1344_0902	-1,34	4,96	0,33	0,50
SL1344_0903	-3,18	3,32	0,50	0,66
SL1344_0904	2,75	5,01	0,03	0,08
SL1344_0905	-0,73	5,46	0,52	0,68
SL1344_0906	3,89	6,11	0,00	0,00
SL1344_0907	-0,60	7,27	0,11	0,23
SL1344_0908	-2,81	5,38	0,00	0,01
SL1344_0909	6,96	11,67	0,00	0,00
SL1344_0910	-0,66	9,86	0,01	0,03
SL1344_0911	-1,09	7,33	0,00	0,01
SL1344_0912	0,27	7,77	0,41	0,58
SL1344_0913	-6,43	4,10	0,02	0,07
SL1344_0914	-1,39	7,19	0,00	0,01
SL1344_0915	-0,11	6,50	0,77	0,87
SL1344_0916	-1,41	4,94	0,10	0,21
SL1344_0917	-0,92	8,23	0,02	0,05
SL1344_0918	-0,40	12,61	0,05	0,12
SL1344_0920	0,85	5,84	0,32	0,49
SL1344_0921	-1,43	7,99	0,00	0,00
SL1344_0922	-1,51	6,39	0,01	0,03
SL1344_0923	-1,15	5,40	0,19	0,35
SL1344_0925	-1,14	6,72	0,03	0,08
SL1344_0926	0,39	5,99	0,58	0,72
SL1344_0927	0,62	4,36	0,53	0,69
SL1344_0928	-1,45	6,18	0,03	0,09
SL1344_0929	-0,12	7,06	0,80	0,88
SL1344_0930	-0,81	6,26	0,16	0,30
SL1344_0931	0,49	9,39	0,04	0,10
SL1344_0932	-0,56	8,10	0,12	0,24
SL1344_0933	0,38	8,92	0,17	0,32
SL1344_0934	0,28	8,42	0,31	0,49
SL1344_0935	-0,90	7,96	0,01	0,03
SL1344_0936	-3,15	8,35	0,00	0,00
SL1344_0937	-0,87	8,95	0,00	0,00
SL1344_0938	0,72	4,26	0,44	0,61
SL1344_0939	0,81	3,63	0,65	0,78
SL1344_0940	2,45	3,97	0,08	0,18
SL1344_0941	-3,01	6,59	0,00	0,00
SL1344_0942	-0,70	7,85	0,03	0,09
SL1344_0946	1,44	4,04	0,17	0,32
SL1344_0950	-0,81	7,07	0,04	0,11
SL1344_0952	1,21	3,48	0,55	0,70
SL1344_0955	-0,95	3,69	0,41	0,58
SL1344_0958	-0,60	6,55	0,35	0,52
SL1344_0959	-4,14	4,26	0,33	0,50
SL1344_0961	-3,30	4,61	0,44	0,61
SL1344_0962	-2,40	5,98	0,00	0,01
SL1344_0964	-0,28	5,68	0,74	0,84
SL1344_0965	-1,74	3,68	0,21	0,38
SL1344_0968	-5,11	4,08	0,17	0,32
SL1344_0969	-5,83	5,10	0,05	0,14
SL1344_0971	0,71	5,36	0,36	0,53
SL1344_0972	0,62	5,25	0,56	0,71
SL1344_0973	1,60	3,09	0,34	0,52
SL1344_0975	0,00	3,33	1,00	1,00
SL1344_0976	2,38	3,46	0,10	0,22
SL1344_0977	-4,69	4,06	0,22	0,38
SL1344_0980	-1,48	6,12	0,06	0,15
SL1344_0981	0,84	4,22	0,54	0,70
SL1344_0982	0,77	4,92	0,37	0,54
SL1344_0983	4,09	10,09	0,00	0,00
SL1344_0984	-0,25	3,46	0,88	0,93
SL1344_0985	0,05	3,61	0,98	0,99
SL1344_0986	-5,26	3,61	0,13	0,26
SL1344_0987	0,20	5,53	0,82	0,90
SL1344_0988	1,06	4,08	0,45	0,62
SL1344_0989	2,33	3,57	0,05	0,13
SL1344_0991	5,27	9,58	0,00	0,00
SL1344_0992	4,14	7,23	0,00	0,00
SL1344_0993	-0,13	3,56	0,94	0,97
SL1344_0994	-1,28	3,93	0,39	0,56
SL1344_0995	-0,61	6,68	0,16	0,30
SL1344_0997	0,46	8,18	0,10	0,21
SL1344_0998	-1,45	5,45	0,09	0,21
SL1344_0999	-0,94	6,87	0,01	0,05
SL1344_1000	-0,45	4,99	0,59	0,74
SL1344_1001	-1,07	7,58	0,02	0,06
SL1344_1002	-0,70	7,28	0,11	0,22
SL1344_1003	-0,34	5,56	0,61	0,75
SL1344_1004	0,25	7,17	0,46	0,63
SL1344_1005	-1,24	4,96	0,16	0,30
SL1344_1007	-1,83	7,50	0,00	0,00
SL1344_1008	-0,18	7,45	0,68	0,80
SL1344_1009	-0,04	5,85	0,94	0,97
SL1344_1010	-1,71	11,21	0,00	0,00
SL1344_1011	1,33	8,55	0,00	0,00
SL1344_1012	0,44	4,48	0,62	0,76
SL1344_1013	-1,95	6,15	0,00	0,01
SL1344_1014	0,03	4,74	0,97	0,99
SL1344_1015	-0,73	6,81	0,11	0,23
SL1344_1016	0,28	5,91	0,58	0,73
SL1344_1017	-4,43	4,16	0,27	0,44
SL1344_1018	0,66	5,65	0,27	0,44
SL1344_1019	0,11	6,29	0,85	0,91
SL1344_1020	-1,17	6,53	0,04	0,11
SL1344_1021	-0,72	4,44	0,63	0,77
SL1344_1022	-0,05	5,48	0,94	0,97
SL1344_1024	-1,35	6,41	0,02	0,07
SL1344_1025	-0,70	9,15	0,01	0,04
SL1344_tRNA0020	-0,67	9,32	0,42	0,59
SL1344_1026	1,32	8,03	0,00	0,00
SL1344_1027	7,78	10,83	0,00	0,00
SL1344_1029	1,16	6,89	0,00	0,00
SL1344_1030	1,06	7,39	0,00	0,00
SL1344_1033	4,13	7,75	0,00	0,00
SL1344_1034	0,13	5,54	0,82	0,90
SL1344_1035	-0,18	6,07	0,72	0,83
SL1344_1036	-0,90	5,56	0,25	0,42
SL1344_1037	-3,69	3,11	0,41	0,58
SL1344_1038	-1,28	4,37	0,37	0,54
SL1344_1039	-1,77	3,57	0,21	0,37
SL1344_1040	1,41	4,33	0,08	0,17
SL1344_1041	-0,43	4,41	0,73	0,84
SL1344_1042	-5,48	4,40	0,10	0,22
SL1344_1043	-3,80	3,34	0,38	0,55
SL1344_1044	0,50	3,67	0,72	0,83
SL1344_1045	-0,10	3,99	0,95	0,98
SL1344_1046	-0,19	4,26	0,88	0,93
SL1344_1047	-4,73	3,48	0,22	0,38
SL1344_1048	0,12	4,32	0,95	0,98
SL1344_1050	-0,81	4,43	0,50	0,66
SL1344_1051	-1,20	6,06	0,03	0,10
SL1344_1052	-1,74	5,99	0,03	0,10
SL1344_1053	-1,35	6,11	0,17	0,32
SL1344_1054	-0,73	4,85	0,63	0,76
SL1344_1055	-5,48	4,92	0,12	0,24
SL1344_1056	0,07	6,15	0,93	0,97
SL1344_1058	1,14	7,63	0,00	0,00
SL1344_1060	-1,53	4,89	0,24	0,40
SL1344_1061	-0,88	6,78	0,17	0,32
SL1344_1062	-1,29	10,44	0,00	0,00
SL1344_1063	1,66	9,43	0,00	0,00
SL1344_1064	4,10	8,38	0,00	0,00
SL1344_1065	-0,80	6,29	0,16	0,30
SL1344_1066	1,30	5,09	0,37	0,54
SL1344_1067	2,62	3,86	0,07	0,17
SL1344_1068	-4,63	4,53	0,22	0,38
SL1344_1069	-1,12	4,54	0,46	0,63
SL1344_1070	0,37	4,49	0,77	0,86
SL1344_1071	0,69	5,81	0,31	0,48
SL1344_tRNA0021	-2,44	9,33	0,02	0,06
SL1344_1072	-1,69	5,65	0,04	0,10
SL1344_1073	-1,06	6,80	0,02	0,07
SL1344_1074	-1,95	5,40	0,04	0,12
SL1344_1075	-2,56	6,48	0,00	0,01
SL1344_1076	1,01	4,11	0,42	0,59
SL1344_1081	3,11	3,36	0,05	0,14
SL1344_1082	-3,19	4,11	0,01	0,03
SL1344_1083	-2,01	3,96	0,15	0,29
SL1344_1084	-2,08	5,57	0,03	0,08
SL1344_1085	-0,41	7,83	0,23	0,40
SL1344_1086	-2,03	5,40	0,02	0,06
SL1344_1087	0,25	7,82	0,47	0,63
SL1344_1088	0,01	8,22	0,98	0,99
SL1344_1090	-0,74	4,71	0,45	0,61
SL1344_1091	-1,46	3,70	0,34	0,51
SL1344_1092	-1,00	6,47	0,05	0,13
SL1344_1093	-0,15	5,99	0,78	0,87
SL1344_1094	-0,61	4,78	0,41	0,58
SL1344_1095	-1,78	4,37	0,09	0,19
SL1344_1097	-0,40	5,37	0,51	0,68
SL1344_1100	-1,46	6,93	0,01	0,05
SL1344_1101	-0,84	7,29	0,02	0,06
SL1344_1102	1,42	6,51	0,00	0,00
SL1344_1103	-6,22	4,61	0,03	0,09
SL1344_1104	1,07	6,56	0,01	0,04
SL1344_1105	0,17	6,42	0,73	0,84
SL1344_1106	-0,83	6,23	0,15	0,29
SL1344_1107	-0,59	6,59	0,24	0,41
SL1344_1108	-3,73	5,75	0,00	0,00
SL1344_1110	-9,40	5,24	0,00	0,00
SL1344_1111	-9,34	5,17	0,00	0,00
SL1344_1112	-2,83	4,36	0,00	0,02
SL1344_1113	-3,27	5,64	0,00	0,00
SL1344_1114	-4,60	6,52	0,00	0,00
SL1344_1115	-9,41	5,27	0,00	0,00
SL1344_1116	-3,69	6,10	0,00	0,00
SL1344_1117	-9,19	5,27	0,00	0,00
SL1344_1118	-3,00	6,34	0,00	0,00
SL1344_1119	-3,66	5,25	0,00	0,00
SL1344_1120	-3,69	7,56	0,00	0,00
SL1344_1121	-4,87	6,86	0,00	0,00
SL1344_1122	-1,14	9,17	0,00	0,00
SL1344_1123	-1,47	5,66	0,02	0,07
SL1344_1124	-6,79	5,00	0,01	0,03
SL1344_1126	1,37	4,87	0,10	0,21
SL1344_1127	-0,83	10,28	0,00	0,01
SL1344_1129	-0,50	9,23	0,05	0,13
SL1344_1130	-0,63	8,92	0,03	0,09
SL1344_1131	-0,14	9,44	0,54	0,69
SL1344_1132	0,56	10,14	0,01	0,04
SL1344_1134	-0,81	10,43	0,00	0,01
SL1344_1135	-1,31	5,86	0,05	0,14
SL1344_1136	-0,55	6,71	0,25	0,41
SL1344_1137	-0,58	6,47	0,26	0,43
SL1344_1138	-0,40	6,55	0,43	0,60
SL1344_1139	0,27	7,08	0,44	0,61
SL1344_1140	2,38	9,42	0,00	0,00
SL1344_1141	-0,41	6,43	0,42	0,59
SL1344_1142	-0,04	6,58	0,94	0,97
SL1344_1143	-0,02	6,16	0,97	0,99
SL1344_1144	0,01	6,30	0,98	0,99
SL1344_1145	-0,17	6,30	0,74	0,84
SL1344_1146	-1,59	6,59	0,01	0,03
SL1344_1147	0,33	5,90	0,55	0,70
SL1344_1148	-3,27	9,33	0,00	0,00
SL1344_1149	-2,06	7,30	0,00	0,00
SL1344_1150	-2,61	7,08	0,00	0,02
SL1344_1152	-1,85	6,57	0,00	0,00
SL1344_1153	-0,44	7,10	0,28	0,45
SL1344_1154	-1,33	7,28	0,00	0,00
SL1344_1155	-2,02	5,84	0,00	0,02
SL1344_1156	-0,55	6,83	0,16	0,31
SL1344_1157	0,28	7,90	0,38	0,55
SL1344_1158	0,02	7,12	0,96	0,98
SL1344_1159	1,05	8,03	0,00	0,01
SL1344_1160	0,68	7,72	0,03	0,09
SL1344_1161	4,07	7,74	0,00	0,00
SL1344_1162	-1,57	5,63	0,06	0,15
SL1344_1163	-1,43	6,96	0,00	0,02
SL1344_1164	-0,29	5,74	0,72	0,83
SL1344_1165	-6,24	5,54	0,04	0,11
SL1344_1167	0,96	8,12	0,00	0,01
SL1344_1168	2,32	9,77	0,00	0,00
SL1344_1169	2,41	9,55	0,00	0,00
SL1344_1170	0,21	7,57	0,56	0,71
SL1344_1171	-0,79	6,86	0,08	0,18
SL1344_1172	-1,03	8,44	0,00	0,00
SL1344_1173	-1,44	4,52	0,19	0,34
SL1344_1174	-0,43	4,65	0,67	0,79
SL1344_1175	0,38	5,48	0,60	0,74
SL1344_1176	0,02	10,40	0,91	0,95
SL1344_1177	0,90	6,48	0,01	0,04
SL1344_1179	0,58	5,51	0,74	0,85
SL1344_1181	1,64	7,97	0,00	0,00
SL1344_1184	6,00	11,17	0,00	0,00
SL1344_tRNA0022	-0,03	5,49	0,97	0,99
SL1344_1185	2,68	7,90	0,00	0,00
SL1344_1187	0,20	7,71	0,62	0,76
SL1344_1188	4,18	7,44	0,00	0,00
SL1344_1189	0,14	5,11	0,89	0,94
SL1344_1190	1,93	6,22	0,00	0,00
SL1344_1191	0,32	6,80	0,61	0,75
SL1344_1192	-1,47	5,59	0,30	0,47
SL1344_1193	-1,04	4,67	0,51	0,67
SL1344_1194	-5,97	4,82	0,06	0,14
SL1344_1195	-2,83	4,15	0,52	0,68
SL1344_1196	-0,36	5,52	0,54	0,70
SL1344_1197	0,14	4,80	0,84	0,91
SL1344_tRNA0023	-0,44	4,73	0,79	0,88
SL1344_1198	5,10	8,22	0,00	0,00
SL1344_1199	-1,97	5,01	0,05	0,14
SL1344_1200	0,04	4,37	0,98	0,99
SL1344_1201	0,44	5,98	0,31	0,48
SL1344_1204	8,98	8,78	0,00	0,00
SL1344_1205	1,07	7,73	0,00	0,01
SL1344_1206	1,42	4,40	0,08	0,18
SL1344_1208	0,19	4,37	0,88	0,93
SL1344_1212	1,27	7,35	0,00	0,01
SL1344_1213	0,01	5,74	1,00	1,00
SL1344_1214	-4,97	4,55	0,18	0,32
SL1344_1215	-0,29	6,74	0,72	0,83
SL1344_1216	-6,92	4,66	0,01	0,05
SL1344_1217	-0,12	5,43	0,90	0,94
SL1344_1218	2,11	7,18	0,00	0,00
SL1344_1219	1,22	7,43	0,00	0,02
SL1344_1220	1,57	8,53	0,00	0,00
SL1344_1221	-0,54	9,78	0,02	0,05
SL1344_1222	0,00	4,49	1,00	1,00
SL1344_1223	0,02	5,08	0,98	1,00
SL1344_1224	-0,37	6,06	0,48	0,65
SL1344_1225	-1,15	10,89	0,00	0,00
SL1344_1226	0,29	6,89	0,50	0,66
SL1344_1228	-0,76	4,92	0,36	0,53
SL1344_1229	-0,01	5,13	0,99	1,00
SL1344_1230	-0,53	6,45	0,25	0,42
SL1344_1231	-0,49	5,97	0,32	0,49
SL1344_1232	0,03	6,26	0,95	0,98
SL1344_1233	-1,98	6,99	0,00	0,00
SL1344_1234	-3,28	6,24	0,00	0,00
SL1344_1236	-1,07	4,36	0,36	0,54
SL1344_1237	-1,25	5,95	0,03	0,08
SL1344_1238	-1,47	5,62	0,02	0,07
SL1344_1239	-1,92	5,25	0,02	0,06
SL1344_1240	-3,38	5,99	0,00	0,00
SL1344_1241	-1,50	5,96	0,01	0,02
SL1344_1242	-0,38	5,21	0,61	0,75
SL1344_1243	2,00	6,86	0,00	0,00
SL1344_1244	-3,30	7,90	0,00	0,01
SL1344_1245	0,25	6,50	0,53	0,69
SL1344_1246	-1,67	8,14	0,00	0,00
SL1344_1247	2,98	5,24	0,00	0,00
SL1344_1248	2,85	5,22	0,00	0,00
SL1344_1249	2,63	5,18	0,00	0,00
SL1344_1250	2,09	5,03	0,03	0,08
SL1344_1251	1,74	6,81	0,00	0,02
SL1344_1252	1,38	6,43	0,02	0,07
SL1344_1253	0,38	5,98	0,40	0,57
SL1344_1255	2,06	7,01	0,00	0,00
SL1344_1256	0,91	5,63	0,26	0,42
SL1344_1257	1,52	7,20	0,00	0,00
SL1344_1258	-0,20	5,85	0,68	0,80
SL1344_1259	-0,23	5,91	0,69	0,81
SL1344_1261	-0,01	5,96	0,99	1,00
SL1344_1262	-0,90	6,85	0,08	0,18
SL1344_1263	2,27	8,62	0,00	0,00
SL1344_1264	5,20	8,01	0,00	0,00
SL1344_1265	4,27	8,59	0,00	0,00
SL1344_1266	-1,40	5,95	0,01	0,04
SL1344_1267	-0,40	10,56	0,08	0,18
SL1344_1268	-0,47	10,80	0,04	0,12
SL1344_1270	-0,29	10,69	0,22	0,38
SL1344_1271	-0,10	6,36	0,85	0,91
SL1344_1272	2,34	11,41	0,00	0,00
SL1344_1273	1,73	10,11	0,00	0,00
SL1344_1274	-1,19	6,14	0,02	0,07
SL1344_1275	-0,75	5,54	0,29	0,46
SL1344_1276	-0,80	5,21	0,48	0,65
SL1344_1277	1,43	6,08	0,01	0,04
SL1344_1278	3,54	6,38	0,00	0,00
SL1344_1279	0,73	7,99	0,01	0,04
SL1344_1281	-2,48	6,35	0,00	0,00
SL1344_1282	-1,14	4,56	0,20	0,36
SL1344_1283	0,90	8,26	0,00	0,01
SL1344_1284	0,56	4,95	0,47	0,64
SL1344_1286	-4,53	4,25	0,23	0,39
SL1344_1287	2,90	6,47	0,00	0,00
SL1344_1289	0,32	3,52	0,87	0,92
SL1344_1290	0,13	5,31	0,85	0,91
SL1344_1291	1,57	4,26	0,29	0,46
SL1344_1292	-0,37	5,32	0,56	0,71
SL1344_1293	-1,95	4,23	0,17	0,32
SL1344_1296	0,82	3,44	0,67	0,79
SL1344_1297	-2,03	3,55	0,66	0,78
SL1344_1298	-1,30	5,79	0,09	0,20
SL1344_1299	-0,44	7,99	0,14	0,27
SL1344_1300	-0,12	5,76	0,83	0,90
SL1344_1302	-0,25	4,18	0,81	0,89
SL1344_1303	0,24	5,03	0,79	0,88
SL1344_1304	1,84	6,93	0,00	0,00
SL1344_1305	2,59	6,40	0,00	0,00
SL1344_1306	2,39	7,29	0,00	0,00
SL1344_1307	1,49	6,40	0,01	0,04
SL1344_1308	0,62	4,82	0,58	0,72
SL1344_1309	0,71	6,22	0,30	0,47
SL1344_1312	-0,90	9,42	0,00	0,00
SL1344_1313	-0,35	4,40	0,78	0,87
SL1344_1315	0,01	3,68	0,99	1,00
SL1344_1317	1,30	4,74	0,30	0,47
SL1344_1320	-0,16	6,49	0,78	0,87
SL1344_1321	0,81	4,98	0,49	0,65
SL1344_1323	-1,63	6,62	0,00	0,01
SL1344_1324	2,15	5,80	0,00	0,00
SL1344_1325	6,02	7,36	0,00	0,00
SL1344_1326	4,93	8,20	0,00	0,00
SL1344_1327	5,55	7,35	0,00	0,00
SL1344_1328	7,09	8,96	0,00	0,00
SL1344_1329	7,80	9,59	0,00	0,00
SL1344_1332	7,90	10,75	0,00	0,00
SL1344_1333	6,26	9,80	0,00	0,00
SL1344_1334	7,59	12,09	0,00	0,00
SL1344_1335	8,32	9,92	0,00	0,00
SL1344_1336	7,71	9,17	0,00	0,00
SL1344_1337	5,98	8,46	0,00	0,00
SL1344_1338	4,73	7,47	0,00	0,00
SL1344_1339	4,08	7,55	0,00	0,00
SL1344_1343	7,82	10,83	0,00	0,00
SL1344_1344	6,06	9,67	0,00	0,00
SL1344_1345	7,81	9,88	0,00	0,00
SL1344_1346	6,73	10,57	0,00	0,00
SL1344_1347	7,22	9,59	0,00	0,00
SL1344_1348	6,66	10,36	0,00	0,00
SL1344_1349	6,26	10,31	0,00	0,00
SL1344_1350	6,60	8,27	0,00	0,00
SL1344_1351	6,30	8,06	0,00	0,00
SL1344_1352	4,58	8,72	0,00	0,00
SL1344_1353	7,21	10,89	0,00	0,00
SL1344_1355	8,64	8,69	0,00	0,00
SL1344_1356	5,91	8,50	0,00	0,00
SL1344_tRNA0024	-0,63	13,70	0,54	0,70
SL1344_tRNA0025	-1,50	11,06	0,13	0,27
SL1344_1357	-1,05	6,33	0,06	0,15
SL1344_1358	2,21	7,45	0,00	0,00
SL1344_1359	0,76	6,41	0,15	0,29
SL1344_1360	0,53	4,62	0,55	0,70
SL1344_1361	-0,60	5,01	0,69	0,81
SL1344_1362	-1,15	6,90	0,01	0,04
SL1344_1363	-1,34	8,49	0,00	0,00
SL1344_1364	-0,90	5,77	0,23	0,39
SL1344_1365	-0,18	8,43	0,50	0,66
SL1344_1366	-1,50	7,32	0,00	0,01
SL1344_1367	-1,24	6,26	0,01	0,03
SL1344_1368	-0,14	5,21	0,82	0,90
SL1344_1369	-2,25	5,21	0,10	0,21
